epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3182.25,1.04748,0.62223,1.0523,0.85056,0.85224,0.86143,0.49766,1.76257,0.80483,1.17,0.000120393,0.000120393,0.000120393
187,3199.11,1.01477,0.5908,1.03753,0.86544,0.82918,0.85857,0.49954,1.71835,0.79968,1.15442,0.00011332,0.00011332,0.00011332
188,3215.82,1.04951,0.61003,1.05938,0.84348,0.85549,0.86112,0.49012,1.7212,0.79876,1.1549,0.000106246,0.000106246,0.000106246
189,3232.81,1.02333,0.58043,1.04876,0.86302,0.85024,0.86032,0.48077,1.79037,0.8188,1.16496,9.91726e-05,9.91726e-05,9.91726e-05
190,3249.6,1.0519,0.58425,1.05004,0.87441,0.84932,0.86333,0.49916,1.74297,0.79904,1.15031,9.20991e-05,9.20991e-05,9.20991e-05
191,3270.33,1.03885,0.62449,1.05483,0.85932,0.85524,0.86133,0.48673,1.80291,0.82089,1.17772,8.50255e-05,8.50255e-05,8.50255e-05
192,3287.3,1.00375,0.59655,1.03875,0.85852,0.85828,0.86525,0.48462,1.81235,0.83135,1.17983,7.7952e-05,7.7952e-05,7.7952e-05
193,3304.2,1.00437,0.58721,1.03763,0.86388,0.85941,0.86851,0.50666,1.6994,0.8025,1.14577,7.08784e-05,7.08784e-05,7.08784e-05
194,3321.05,1.03226,0.59761,1.0584,0.8619,0.85579,0.86375,0.51929,1.69257,0.8001,1.14044,6.38049e-05,6.38049e-05,6.38049e-05
195,3338.2,0.98617,0.57708,1.03885,0.85965,0.85721,0.86169,0.49511,1.7807,0.81995,1.16568,5.67313e-05,5.67313e-05,5.67313e-05
196,3355.29,1.0133,0.58688,1.03607,0.86208,0.85248,0.86265,0.49502,1.80146,0.82823,1.17805,4.96578e-05,4.96578e-05,4.96578e-05
197,3372.56,1.02133,0.58319,1.04043,0.86937,0.8469,0.8622,0.51484,1.71411,0.80601,1.15178,4.25842e-05,4.25842e-05,4.25842e-05
198,3389.46,0.98104,0.58327,1.05025,0.86983,0.84981,0.86149,0.51604,1.71498,0.80385,1.15093,3.55107e-05,3.55107e-05,3.55107e-05
199,3406.42,0.9727,0.57582,1.02025,0.86502,0.84309,0.8569,0.50236,1.75623,0.8067,1.15735,2.84371e-05,2.84371e-05,2.84371e-05
200,3423.29,1.00291,0.58104,1.04506,0.85762,0.85026,0.85735,0.49848,1.75865,0.80843,1.1587,2.13636e-05,2.13636e-05,2.13636e-05
